Cell ID,Minute,x,y,z
100000,1,875.5605,290.38763,393.41168
100001,1,913.53424,604.65594,394.50552
100002,1,916.41156,446.29584,402.99423
100003,1,828.84814,720.7133,452.84708
100004,1,248.55487,234.34727,456.1186
100005,1,203.36124,606.5203,466.44095
100006,1,322.06216,776.871,466.7613
100007,1,194.241,404.4102,475.55072
100008,1,713.87054,802.1835,484.6579
100009,1,652.88837,208.90944,511.5031
100010,1,338.75842,244.29507,528.68134
100011,1,550.9479,268.17523,528.8029
100012,1,599.2869,801.283,533.11005
100013,1,492.01654,781.0044,537.8915
100014,1,585.56396,409.08636,550.525
100015,1,786.9999,462.4957,552.536
100016,1,669.1579,558.7575,554.537
100017,1,441.0816,338.3034,558.8319
100018,1,461.23926,472.55164,593.4719
100019,1,430.81195,322.39084,594.4398
100020,1,346.19012,530.8066,595.98456
100021,1,627.9019,256.65472,613.08234
100022,1,447.58936,458.21768,618.3594
100023,1,646.0661,286.8922,622.0358
100024,1,555.9792,657.7476,633.8421
100025,1,540.24384,483.1692,644.0276
100026,1,462.38928,591.1424,648.008
100027,1,664.329,414.81427,656.1622
100028,1,483.39456,583.4585,656.56055
100029,1,520.40424,283.10754,658.8834
100030,1,671.7865,543.3283,660.4435
100031,1,661.38995,547.6553,662.6829
100032,1,622.9498,408.8834,667.7164
100033,1,521.60925,324.7751,681.79095
100034,1,537.9946,470.17776,684.9925
200000,2,877.0791,302.6141,395.4788
200001,2,867.0564,286.88385,396.6297
200002,2,911.2191,603.034,396.80264
200003,2,920.57983,443.37726,397.6229
200004,2,910.4214,452.2305,411.7668
200005,2,721.4564,166.46553,419.91196
200006,2,828.24695,716.44324,455.36475
200007,2,244.02446,248.08891,456.27625
200008,2,204.62367,605.15985,468.79434
200009,2,327.08875,775.1121,470.40714
200010,2,197.94914,394.1173,472.52377
200011,2,197.15535,419.28937,478.0405
200012,2,713.177,799.52185,485.3484
200013,2,811.8909,346.23077,513.2608
200014,2,650.7715,199.8562,513.8524
200015,2,678.1667,229.07542,518.52386
200016,2,564.66583,268.2045,520.17645
200017,2,339.54086,232.81602,523.8656
200018,2,778.79175,332.96124,530.6238
200019,2,332.6023,268.08878,534.6822
200020,2,495.32138,788.55505,535.04285
200021,2,604.12305,799.4754,536.0435
200022,2,774.2087,456.3571,543.90674
200023,2,494.2333,776.95624,544.0573
200024,2,614.2845,403.84033,545.44226
200025,2,678.0034,558.23114,546.4756
200026,2,574.796,408.55035,548.5974
200027,2,652.2368,559.3771,553.69073
200028,2,797.43384,470.88757,554.25226
200029,2,437.90707,340.41302,556.103
200030,2,345.69702,405.7603,557.80206
200031,2,461.71442,479.03058,586.6719
200032,2,313.50226,391.8598,589.5912
200033,2,360.22437,549.7435,592.4422
200034,2,333.49146,526.11957,596.8766
200035,2,553.71173,638.35724,601.04126
200036,2,417.29227,311.2256,609.9175
200037,2,625.51447,250.21567,613.4733
200038,2,544.0547,486.687,628.4737
200039,2,654.6274,298.20786,629.9396
200040,2,443.84637,449.31125,638.69025
200041,2,552.2115,670.73474,639.0982
200042,2,455.29468,598.6223,640.1993
200043,2,681.4029,415.06384,654.02
200044,2,520.968,276.1558,656.9107
200045,2,686.81464,541.7789,659.39685
200046,2,494.06232,575.52374,665.2242
200047,2,647.2277,556.79016,665.6281
200048,2,617.89996,407.9096,672.06165
200049,2,518.23914,329.9448,690.3807
200050,2,537.8372,467.66068,692.8099
300000,3,913.191,617.9822,385.28238
300001,3,928.85016,446.2972,388.98715
300002,3,884.783,316.8482,396.28015
300003,3,864.3232,278.23834,398.3522
300004,3,901.0796,601.1429,407.2321
300005,3,902.72644,463.64124,423.77408
300006,3,828.03076,731.21094,444.544
300007,3,331.79776,790.6564,460.87674
300008,3,241.10107,259.1174,461.7505
300009,3,205.52295,625.21313,465.05756
300010,3,822.5002,702.32526,468.102
300011,3,200.73332,385.83417,471.01892
300012,3,205.4725,590.81976,471.46487
300013,3,712.2089,811.5125,473.22134
300014,3,327.10355,766.82556,478.0142
300015,3,715.5203,782.7873,493.7348
300016,3,822.0109,352.666,507.15616
300017,3,647.9726,192.16042,514.042
300018,3,574.1104,275.33957,515.4322
300019,3,429.8186,176.95547,516.2522
300020,3,601.8348,815.079,523.6162
300021,3,341.96826,225.87395,524.2228
300022,3,492.1241,804.106,526.3394
300023,3,688.8311,235.16368,529.54224
300024,3,764.776,450.2393,535.27423
300025,3,627.2216,406.15076,535.5727
300026,3,567.8704,417.65115,536.2696
300027,3,772.99146,327.905,537.6475
300028,3,521.5238,284.3743,538.52856
300029,3,694.916,564.22015,539.2163
300030,3,332.92844,276.09445,541.448
300031,3,608.7333,784.4673,546.81006
300032,3,490.62973,767.69464,548.5761
300033,3,643.4496,571.1338,550.00146
300034,3,356.22073,414.51923,551.85205
300035,3,447.48636,352.99026,553.76776
300036,3,805.68536,482.7073,556.25946
300037,3,461.88547,488.35184,581.5501
300038,3,361.7179,565.9944,583.3348
300039,3,544.4558,636.9388,593.8556
300040,3,313.55255,388.82007,595.08435
300041,3,321.07977,521.6491,596.2825
300042,3,416.68954,317.30847,614.74146
300043,3,616.4092,247.54668,618.72687
300044,3,542.5751,488.31656,623.17035
300045,3,442.75546,605.97656,636.6391
300046,3,654.8806,302.27222,641.99
300047,3,549.14307,678.3488,643.46204
300048,3,438.6587,452.5567,646.17487
300049,3,681.3101,415.45123,654.35516
300050,3,523.3271,269.60913,654.9835
300051,3,692.09766,538.34143,659.5136
300052,3,640.7212,561.5714,667.5379
300053,3,496.11005,573.5643,670.15137
300054,3,605.5092,410.63275,670.2737
300055,3,521.2626,332.89813,693.3056
300056,3,538.2604,463.89145,695.0834
400000,4,916.64014,626.5424,380.84232
400001,4,932.2184,446.1049,386.04425
400002,4,889.8,318.36905,397.00836
400003,4,858.3045,269.02875,397.05093
400004,4,894.7671,597.34375,419.04242
400005,4,896.54816,463.8896,435.70737
400006,4,829.2325,736.98236,442.64862
400007,4,332.74237,800.52167,453.56107
400008,4,236.86655,261.2752,460.59912
400009,4,204.7389,636.8782,460.73688
400010,4,199.94737,375.76663,463.3519
400011,4,709.13086,817.2797,468.72375
400012,4,204.93877,581.59235,472.84244
400013,4,816.4055,687.8913,476.46722
400014,4,185.11983,437.66293,479.11517
400015,4,325.96048,759.045,485.01834
400016,4,715.35785,768.69745,503.4684
400017,4,827.1948,347.4381,503.70044
400018,4,577.3365,276.70483,507.01346
400019,4,643.7779,183.09961,509.413
400020,4,431.74277,178.39261,518.7874
400021,4,599.7626,822.0137,519.23315
400022,4,492.43118,812.19293,520.28625
400023,4,338.4721,217.1296,520.55743
400024,4,690.96045,234.39046,528.5653
400025,4,703.3126,558.7426,531.306
400026,4,627.9512,407.3437,532.7295
400027,4,752.7569,427.96802,536.4719
400028,4,527.8766,172.40121,537.93286
400029,4,763.6153,318.66144,538.53217
400030,4,554.2258,418.25983,539.4082
400031,4,446.49518,354.6964,540.0802
400032,4,330.4907,279.08804,544.87164
400033,4,516.69403,287.966,545.6294
400034,4,363.9814,416.85406,545.97455
400035,4,634.51636,572.96484,550.04865
400036,4,491.1769,755.29407,552.7492
400037,4,610.5073,771.6471,554.77277
400038,4,805.4097,474.24814,560.00446
400039,4,460.3877,492.35147,575.36237
400040,4,365.96182,569.9346,576.7812
400041,4,543.79565,630.3413,584.7287
400042,4,313.95193,515.0429,594.85754
400043,4,310.33276,387.55472,599.26776
400044,4,412.1432,319.4621,614.81573
400045,4,542.9939,484.90363,617.90967
400046,4,611.88025,240.51813,618.2635
400047,4,438.8624,607.8621,634.54834
400048,4,650.7164,301.61002,644.51965
400049,4,546.4298,676.2836,647.1304
400050,4,430.8221,455.15692,649.84973
400051,4,525.1359,264.18552,650.534
400052,4,697.0894,533.9149,656.08594
400053,4,677.5547,415.3251,658.5908
400054,4,541.365,456.34802,665.9243
400055,4,632.43335,564.84467,669.43677
400056,4,600.2101,410.0645,672.22296
400057,4,497.13513,566.24084,672.99475
400058,4,519.091,333.1126,695.1162
400059,4,534.98926,460.1235,695.45685
500000,5,922.94904,630.45276,375.7813
500001,5,935.0631,445.96298,383.7539
500002,5,892.15247,322.5041,397.8776
500003,5,858.20135,265.17377,398.69778
500004,5,710.1408,147.39825,404.10648
500005,5,894.16895,591.80884,425.6229
500006,5,831.2003,741.82086,440.97647
500007,5,889.9413,462.959,442.8249
500008,5,331.08765,809.11456,447.6889
500009,5,204.68175,644.19794,457.54453
500010,5,198.56677,369.35202,458.48465
500011,5,233.77888,263.9425,460.16287
500012,5,707.0326,821.5701,469.91092
500013,5,178.02596,441.0297,472.8624
500014,5,204.699,576.2704,474.7091
500015,5,815.0353,680.5544,484.0555
500016,5,322.67538,753.03033,489.36655
500017,5,573.2843,277.54135,501.35107
500018,5,827.0809,350.94016,504.3503
500019,5,640.37836,177.62885,504.40134
500020,5,715.65326,759.0672,513.46515
500021,5,337.70392,211.3654,515.557
500022,5,598.12714,826.77655,517.2288
500023,5,492.67218,819.3665,517.77246
500024,5,432.62274,180.11186,521.12714
500025,5,703.1465,557.25073,530.5538
500026,5,741.0331,420.37814,530.8987
500027,5,526.84125,175.705,531.88696
500028,5,688.6599,233.92532,533.82745
500029,5,626.9244,407.95404,534.4963
500030,5,446.6259,355.69516,535.23676
500031,5,547.4053,418.17908,536.5883
500032,5,363.22604,420.28546,541.52386
500033,5,512.09216,289.62076,542.9399
500034,5,759.8404,315.50745,544.4239
500035,5,327.38138,281.13675,548.60474
500036,5,623.6758,570.3407,555.45984
500037,5,490.73486,746.7359,558.1647
500038,5,608.8852,763.22327,562.92004
500039,5,804.5763,471.78403,564.4143
500040,5,460.88196,492.18427,571.00323
500041,5,369.6209,575.0029,572.99457
500042,5,536.29285,623.5784,588.2064
500043,5,310.45786,511.4714,594.1635
500044,5,303.42447,386.8839,600.3655
500045,5,407.20007,321.212,613.529
500046,5,610.21497,237.51454,617.2428
500047,5,540.97876,483.8967,617.89185
500048,5,435.42188,610.2758,633.4091
500049,5,642.0633,303.13586,643.7919
500050,5,522.9929,258.37384,645.30664
500051,5,544.0277,672.70435,648.8035
500052,5,425.8489,455.26715,649.1449
500053,5,701.88055,529.22064,653.6869
500054,5,676.6369,416.50623,656.4082
500055,5,628.4495,565.3217,668.79034
500056,5,497.82156,561.30914,674.36096
500057,5,601.6763,410.5647,675.0444
500058,5,512.9273,335.46982,692.4228
500059,5,530.1999,459.18356,695.68036
600000,6,925.97314,632.21967,371.393
600001,6,937.90375,446.39578,381.43588
600002,6,896.36053,326.80322,396.18008
600003,6,860.0414,262.43912,397.09848
600004,6,710.29987,143.5502,403.57178
600005,6,894.9835,587.44977,430.6739
600006,6,833.8977,749.0226,437.37723
600007,6,329.0877,815.3562,445.52814
600008,6,886.5737,461.0572,450.97815
600009,6,537.6622,117.47243,453.06006
600010,6,205.72363,649.9231,454.61185
600011,6,199.49307,364.86234,455.64127
600012,6,232.05373,266.73587,459.2032
600013,6,708.031,826.5585,467.589
600014,6,177.73767,443.86105,469.78568
600015,6,204.2203,572.45746,474.69492
600016,6,816.78845,676.6396,486.5867
600017,6,321.57294,748.9724,493.4268
600018,6,639.71594,177.55801,501.11313
600019,6,832.2959,352.48053,503.45325
600020,6,573.6274,279.77582,507.2692
600021,6,340.2764,205.11606,508.99612
600022,6,597.9446,834.4434,513.56805
600023,6,491.4076,826.36115,514.16504
600024,6,716.4055,753.0908,518.8628
600025,6,434.68314,183.931,524.7116
600026,6,734.8975,418.43024,524.82733
600027,6,700.1515,556.8705,525.57916
600028,6,443.9055,355.72525,530.4898
600029,6,360.7621,418.54337,535.1408
600030,6,689.09143,235.58585,535.251
600031,6,524.6348,175.64172,535.55084
600032,6,511.27435,289.18262,538.54706
600033,6,755.78455,315.3745,540.7366
600034,6,543.9031,416.21063,541.1288
600035,6,624.62415,400.85867,541.9881
600036,6,329.881,283.74683,547.67883
600037,6,612.7671,570.0999,553.89575
600038,6,458.56418,491.4528,561.394
600039,6,489.20544,740.88165,561.95886
600040,6,807.29974,474.70358,565.6601
600041,6,609.47955,759.2495,566.6133
600042,6,374.06854,579.26666,568.0434
600043,6,536.465,621.60535,588.16895
600044,6,307.5574,509.34512,590.8463
600045,6,302.1739,384.80414,600.4253
600046,6,407.06415,319.46347,611.474
600047,6,610.2055,239.54092,615.78577
600048,6,533.2432,483.039,619.1854
600049,6,438.26483,612.5389,630.7933
600050,6,522.26447,258.01382,634.76245
600051,6,641.86884,304.67453,639.15027
600052,6,542.58765,670.25867,646.53296
600053,6,705.00244,529.7848,648.73193
600054,6,421.03903,454.34387,649.40063
600055,6,678.93744,418.3802,655.4024
600056,6,627.2284,567.6269,664.7437
600057,6,499.17398,560.88196,673.30524
600058,6,602.4157,409.15488,676.14325
600059,6,512.7324,339.65012,690.97656
600060,6,530.62585,460.6659,695.65344
700000,7,927.84454,635.6911,365.5219
700001,7,940.8924,446.23615,373.8924
700002,7,898.40643,333.87152,387.76788
700003,7,853.1608,261.91556,397.90408
700004,7,701.7794,141.13995,408.25525
700005,7,833.74054,757.78394,425.673
700006,7,412.90417,118.27607,427.892
700007,7,895.1622,583.9574,432.49344
700008,7,329.69998,820.8682,440.1526
700009,7,270.31146,195.12433,445.1362
700010,7,538.45026,115.9107,445.49863
700011,7,206.59854,656.3428,450.37793
700012,7,197.90451,362.60376,453.5496
700013,7,882.42755,461.79208,454.03503
700014,7,226.19884,269.4073,458.15
700015,7,706.66846,834.2227,460.0765
700016,7,177.02533,446.9586,467.7753
700017,7,200.19022,566.74445,473.18488
700018,7,814.96545,674.6495,487.11908
700019,7,318.73712,745.04816,494.69232
700020,7,834.1229,356.65244,502.41406
700021,7,639.1473,176.54625,504.04984
700022,7,595.9794,844.101,504.66284
700023,7,339.8259,202.01897,508.6714
700024,7,489.19473,832.4186,510.7662
700025,7,574.9892,279.96228,511.32843
700026,7,730.8619,420.88956,521.13354
700027,7,698.2176,558.59686,521.47906
700028,7,716.2521,747.7972,522.06055
700029,7,438.95972,356.17188,524.9472
700030,7,436.03113,191.82045,527.81866
700031,7,358.15323,418.94345,532.11334
700032,7,688.21875,236.83827,534.4568
700033,7,523.1503,178.28018,534.6195
700034,7,750.0519,314.65393,540.20593
700035,7,509.63455,289.4592,540.2267
700036,7,625.5515,396.6591,542.6302
700037,7,542.53827,416.0661,545.3177
700038,7,331.94376,286.09998,546.26013
700039,7,606.6566,572.5914,550.8393
700040,7,457.82956,492.43274,557.464
700041,7,486.36844,731.66223,562.84393
700042,7,374.942,582.1882,563.12103
700043,7,806.67456,481.2013,566.783
700044,7,606.3536,755.39844,569.8977
700045,7,608.95184,234.9452,583.0762
700046,7,536.8876,620.37933,583.8645
700047,7,304.59387,503.77963,589.62646
700048,7,298.03595,382.47263,598.8652
700049,7,405.96274,314.31482,612.2723
700050,7,531.592,483.0239,618.30896
700051,7,438.69913,617.6138,624.9885
700052,7,521.4868,255.4293,635.7847
700053,7,644.9943,306.68936,641.34955
700054,7,712.94495,531.95264,646.5896
700055,7,542.7229,671.7788,647.9574
700056,7,681.98413,414.08566,653.1822
700057,7,418.7836,451.98883,653.3935
700058,7,626.1978,568.58966,663.2306
700059,7,502.39252,564.12,669.7529
700060,7,600.05884,411.13235,671.3822
700061,7,512.2046,341.83926,691.2668
700062,7,527.8967,461.16867,697.28143
800000,8,930.72394,641.10706,356.17496
800001,8,943.7759,449.5884,363.9726
800002,8,899.0062,339.06885,386.9045
800003,8,847.12634,260.58557,401.6723
800004,8,830.5143,769.9839,414.56583
800005,8,692.2303,138.3593,415.61716
800006,8,415.849,118.67302,429.11395
800007,8,538.40454,113.4162,430.39807
800008,8,332.3244,828.8905,431.72467
800009,8,272.03497,187.78694,433.53384
800010,8,893.4421,578.3391,434.82877
800011,8,209.41177,663.2563,445.8175
800012,8,704.15173,844.17456,448.51117
800013,8,199.45056,359.8517,451.73245
800014,8,221.54378,272.88412,455.20828
800015,8,875.46576,461.08777,457.10706
800016,8,176.4973,453.35828,467.92862
800017,8,198.71593,561.1335,470.79172
800018,8,814.7743,668.05133,490.79514
800019,8,321.8164,739.33765,498.01645
800020,8,833.17847,360.84952,498.15353
800021,8,633.98846,175.98315,499.39322
800022,8,487.1032,837.1759,506.12668
800023,8,343.3481,201.07364,507.46393
800024,8,580.97095,277.88452,514.0932
800025,8,730.6452,419.87216,514.617
800026,8,700.93274,561.8744,518.1105
800027,8,439.98212,357.27606,523.8697
800028,8,718.5892,742.9409,524.81335
800029,8,356.45847,417.8533,529.468
800030,8,435.09097,196.14665,531.0527
800031,8,686.299,241.59985,531.75195
800032,8,523.3738,181.3482,532.0702
800033,8,510.71033,291.8658,535.0286
800034,8,628.6134,399.8507,542.68353
800035,8,328.97885,286.8138,543.31476
800036,8,541.55536,412.0141,543.5103
800037,8,749.1812,317.31372,546.15027
800038,8,607.474,581.8415,548.41833
800039,8,459.47964,494.93088,550.4923
800040,8,376.9478,586.64484,558.8126
800041,8,486.55862,725.7711,563.12946
800042,8,807.32153,485.87402,565.0234
800043,8,607.0969,751.5908,570.1347
800044,8,607.57306,233.6271,579.32935
800045,8,538.4788,617.4645,583.18964
800046,8,303.54144,500.62253,588.4637
800047,8,293.24918,382.89532,596.2591
800048,8,528.19916,485.74036,605.6204
800049,8,407.61835,311.7128,612.74164
800050,8,439.3911,621.13293,619.08154
800051,8,515.99677,254.36511,624.5355
800052,8,650.2428,308.9707,633.0073
800053,8,713.2449,535.73737,643.30615
800054,8,544.0341,674.813,648.02264
800055,8,691.1617,416.21536,649.2552
800056,8,419.39328,453.02386,657.678
800057,8,620.7159,573.2879,660.01404
800058,8,504.99307,563.1494,665.99866
800059,8,599.9185,414.76074,671.7859
800060,8,513.92053,344.82138,689.6681
800061,8,526.7907,462.47113,698.83026
900000,9,932.16095,644.9528,350.15317
900001,9,945.6188,447.6585,358.31424
900002,9,902.64685,342.80838,383.64066
900003,9,841.7531,259.57196,404.26807
900004,9,686.46814,136.88385,406.33154
900005,9,828.2205,777.16327,406.94357
900006,9,541.4943,114.24245,421.67804
900007,9,338.30865,832.9106,426.01144
900008,9,414.48883,117.02537,430.3412
900009,9,700.8388,852.9542,436.87198
900010,9,887.8524,575.51636,440.12686
900011,9,274.71103,184.09451,441.7854
900012,9,211.3792,666.91815,443.4522
900013,9,198.27403,358.98785,446.46448
900014,9,218.72964,274.59747,454.25375
900015,9,871.696,459.401,463.36884
900016,9,197.49425,557.4214,469.8334
900017,9,177.34715,457.15347,470.19577
900018,9,585.0578,866.5543,483.10074
900019,9,837.95844,358.07635,494.87842
900020,9,812.47345,663.57336,496.87213
900021,9,629.8013,174.7893,500.5792
900022,9,482.0994,841.88354,501.5334
900023,9,325.12268,731.54517,505.5462
900024,9,349.49628,198.45885,505.73206
900025,9,582.8901,277.6998,512.59705
900026,9,728.43054,419.49384,514.68494
900027,9,701.1053,562.9766,517.9437
900028,9,439.59113,355.93118,525.2628
900029,9,355.2453,415.58847,529.1796
900030,9,716.411,735.1583,529.99475
900031,9,687.6353,242.12355,531.1434
900032,9,522.1326,182.85313,531.6266
900033,9,433.30627,197.52663,533.7301
900034,9,511.34998,289.8542,536.77716
900035,9,328.65207,285.33817,538.29565
900036,9,749.5947,316.85464,541.17914
900037,9,628.33234,397.6088,542.47626
900038,9,604.4717,586.41266,542.8966
900039,9,541.06696,409.80807,544.5819
900040,9,461.01337,493.73306,548.31647
900041,9,376.8207,585.0966,559.22797
900042,9,485.7039,721.64655,564.4944
900043,9,804.3022,485.86703,567.1214
900044,9,608.3575,747.744,575.805
900045,9,612.27844,231.30165,580.7944
900046,9,543.63544,620.06665,583.46063
900047,9,295.36484,498.4376,590.2228
900048,9,291.7438,380.47357,598.6307
900049,9,525.68176,482.9179,604.49036
900050,9,405.24286,307.3572,613.8771
900051,9,515.1403,250.3555,617.5002
900052,9,440.23532,620.69855,619.717
900053,9,652.0134,309.46912,634.68964
900054,9,711.1349,536.6029,642.1844
900055,9,690.7513,417.76443,649.0684
900056,9,544.826,675.16003,649.12616
900057,9,615.1046,571.58704,658.12006
900058,9,419.33078,452.30463,662.2693
900059,9,504.49316,561.49133,665.5587
900060,9,599.1687,416.755,673.63214
900061,9,513.71515,343.95557,691.46625
900062,9,526.29443,461.29312,701.3627
1000000,10,931.7372,650.46497,344.33
1000001,10,946.0379,446.7406,352.28482
1000002,10,903.26074,344.52744,378.99557
1000003,10,827.2172,780.676,402.61462
1000004,10,839.1344,261.224,405.33197
1000005,10,686.01416,138.16962,408.58722
1000006,10,342.50058,839.2738,423.22272
1000007,10,542.7254,117.82249,426.8758
1000008,10,699.7712,859.8989,429.10782
1000009,10,409.80707,117.97876,431.46677
1000010,10,275.50616,183.33379,436.8647
1000011,10,211.15334,671.7935,439.1064
1000012,10,888.14465,572.5361,443.2444
1000013,10,197.28958,357.54404,443.38354
1000014,10,218.95058,276.19662,452.31546
1000015,10,871.72296,459.74615,464.2077
1000016,10,176.84093,458.1649,467.1599
1000017,10,196.79063,557.8701,469.02417
1000018,10,483.9292,847.1752,495.90094
1000019,10,835.0648,357.6815,495.96075
1000020,10,807.16095,658.69403,500.0429
1000021,10,623.6912,173.40276,503.38275
1000022,10,350.76855,199.68677,504.2283
1000023,10,324.65225,727.5589,509.15512
1000024,10,727.99365,416.995,510.665
1000025,10,581.24146,276.98206,513.4132
1000026,10,704.2695,561.113,518.0328
1000027,10,436.34943,358.19836,526.31323
1000028,10,351.1118,412.565,527.7851
1000029,10,521.7494,184.24525,529.2783
1000030,10,687.9123,242.64175,529.5298
1000031,10,431.63528,200.56963,531.43915
1000032,10,719.02625,727.7875,532.69525
1000033,10,326.09702,283.43924,536.7635
1000034,10,511.67355,289.0132,538.42633
1000035,10,747.1311,315.63766,540.0685
1000036,10,601.99146,586.58575,540.4408
1000037,10,625.8297,396.55707,541.1312
1000038,10,459.57602,494.21362,543.70044
1000039,10,538.59503,406.08676,548.6987
1000040,10,375.52145,584.6803,558.47107
1000041,10,485.21683,719.1507,565.26294
1000042,10,806.6743,484.72324,569.5223
1000043,10,612.28064,742.18427,575.81665
1000044,10,606.4404,230.74773,579.9118
1000045,10,545.81464,620.3075,582.36597
1000046,10,293.64493,497.36255,591.65546
1000047,10,295.7899,380.34915,600.93994
1000048,10,526.1693,483.8266,603.5881
1000049,10,404.25122,301.88055,612.5512
1000050,10,438.87955,622.1812,617.8684
1000051,10,520.08875,253.80338,626.45135
1000052,10,652.2834,309.3267,634.1882
1000053,10,710.0479,537.826,640.0875
1000054,10,548.7763,676.81696,649.2571
1000055,10,690.58264,419.87726,650.8426
1000056,10,615.47876,570.9543,658.1693
1000057,10,413.2478,451.60556,663.2282
1000058,10,506.99478,562.4278,667.0436
1000059,10,599.21204,418.16296,671.123
1000060,10,511.2742,344.06683,693.99536
1000061,10,529.86096,461.29343,703.35254
1100000,11,931.0503,651.447,341.48816
1100001,11,945.86615,448.12692,347.52567
1100002,11,902.6522,345.75952,378.6115
1100003,11,826.7643,781.15753,401.12076
1100004,11,840.05536,261.3176,407.24976
1100005,11,683.66974,137.58409,407.76602
1100006,11,347.48083,843.06976,421.03656
1100007,11,703.574,861.9645,421.20938
1100008,11,542.6565,119.38503,425.4435
1100009,11,273.92322,182.29185,429.7644
1100010,11,213.05367,679.1896,433.4123
1100011,11,413.7255,117.58946,435.0054
1100012,11,195.02637,358.0557,441.35754
1100013,11,887.792,569.315,445.76852
1100014,11,221.15074,277.25504,452.59064
1100015,11,872.7904,458.18066,465.0264
1100016,11,176.58092,458.1615,466.51663
1100017,11,580.9922,875.62335,466.7577
1100018,11,197.5518,556.2712,468.92944
1100019,11,484.69263,852.4095,495.16528
1100020,11,833.9591,357.49335,496.49304
1100021,11,804.3599,658.04846,500.83112
1100022,11,350.15588,199.44858,505.7679
1100023,11,627.09454,173.23198,506.43784
1100024,11,731.36865,412.202,507.89194
1100025,11,321.90494,721.9097,511.4001
1100026,11,581.6381,277.84106,516.2018
1100027,11,704.9242,557.3163,517.1372
1100028,11,346.3615,413.61334,521.9358
1100029,11,431.74335,359.94843,524.2815
1100030,11,432.812,201.17017,526.4922
1100031,11,687.5136,241.86536,527.2889
1100032,11,522.1411,183.88753,527.856
1100033,11,323.0265,281.5542,530.85034
1100034,11,718.13074,723.99695,533.1521
1100035,11,745.77356,315.2277,539.3923
1100036,11,507.6581,287.98355,540.1741
1100037,11,600.39,581.5798,540.7081
1100038,11,455.96924,492.8286,542.7724
1100039,11,622.92816,393.82593,542.778
1100040,11,535.32697,404.41278,552.9895
1100041,11,373.83673,585.8364,557.14984
1100042,11,485.1601,714.7734,565.9927
1100043,11,806.5599,482.74573,571.77203
1100044,11,615.0668,736.8308,574.8783
1100045,11,605.72473,228.63013,581.55194
1100046,11,548.2325,616.70264,582.77
1100047,11,290.50665,496.36688,591.6267
1100048,11,292.86743,379.5984,601.10486
1100049,11,524.78625,483.7208,601.8332
1100050,11,515.30096,253.7929,611.6124
1100051,11,400.1631,293.7991,612.93005
1100052,11,441.00537,620.9559,616.90375
1100053,11,655.19476,309.3169,631.80096
1100054,11,714.6564,536.1909,639.97906
1100055,11,549.65857,677.77026,649.4681
1100056,11,691.09314,418.2123,652.0831
1100057,11,615.95624,570.9477,657.7845
1100058,11,410.169,452.04813,663.3225
1100059,11,507.1811,561.28253,665.6398
1100060,11,598.6047,417.51358,670.3955
1100061,11,510.34085,347.36603,695.50476
1100062,11,527.8433,463.1424,704.53064
1200000,12,931.1489,646.8744,340.13657
1200001,12,945.27167,448.02032,345.14035
1200002,12,900.55817,346.52393,378.25812
1200003,12,840.0976,262.03342,382.3705
1200004,12,827.75525,779.999,399.18787
1200005,12,683.54785,137.95644,410.16724
1200006,12,701.7966,866.5837,417.1459
1200007,12,352.9741,847.1315,418.56815
1200008,12,539.90515,118.59751,423.0923
1200009,12,210.9847,681.8846,427.52896
1200010,12,414.1861,118.62625,428.71057
1200011,12,274.64255,182.0327,431.36658
1200012,12,194.16019,360.73724,441.30206
1200013,12,891.2317,567.1578,443.34796
1200014,12,218.90807,277.653,451.002
1200015,12,581.38715,874.65515,463.73438
1200016,12,874.244,458.6597,463.7427
1200017,12,176.27946,455.63965,463.9633
1200018,12,196.11984,553.58704,467.56186
1200019,12,831.4751,352.65094,496.25473
1200020,12,483.6098,851.5048,497.37402
1200021,12,801.8305,658.10535,500.98865
1200022,12,625.9419,171.69066,506.53357
1200023,12,353.0031,202.10266,507.54196
1200024,12,731.61536,409.4497,511.4139
1200025,12,317.58716,718.34174,511.9656
1200026,12,584.64856,279.521,513.9483
1200027,12,705.1811,554.3676,518.1587
1200028,12,342.90155,415.26816,519.8649
1200029,12,428.21954,361.77716,520.8551
1200030,12,434.21753,201.76447,524.48663
1200031,12,521.1996,184.09595,527.09906
1200032,12,688.4151,240.5936,528.52454
1200033,12,326.15186,282.00305,529.37933
1200034,12,716.86646,719.2023,533.64417
1200035,12,747.0217,313.41443,537.21436
1200036,12,451.1026,496.9004,540.0183
1200037,12,598.9251,582.4934,540.2181
1200038,12,505.5159,287.0428,540.46136
1200039,12,620.07526,395.85373,541.8363
1200040,12,531.64813,404.5808,554.8859
1200041,12,366.7616,591.7438,557.13403
1200042,12,483.83994,716.1258,566.4013
1200043,12,617.9616,732.66864,569.7384
1200044,12,803.18384,481.44403,573.92377
1200045,12,603.97656,225.65457,575.20557
1200046,12,547.68616,616.3207,580.1631
1200047,12,296.42606,498.4483,595.07184
1200048,12,521.92346,485.2954,600.8663
1200049,12,306.17743,380.77924,601.61865
1200050,12,512.9888,254.00757,614.04834
1200051,12,396.82614,290.93423,614.37787
1200052,12,441.71558,618.6878,617.8237
1200053,12,654.55005,310.50742,635.1086
1200054,12,715.05066,534.9649,643.5717
1200055,12,551.19946,679.55945,650.84937
1200056,12,689.31744,416.8959,652.5248
1200057,12,613.93036,569.209,659.86115
